cust_id,HHIncBand,AgeBrkt,Gdr,HomeOwn,FavSport
104649,Low,55-64,M,owner,golf
112278,0-35k,35-44,M,Owns,motorsport
108500,35_75,45-54,M,own,Basketball
109940,Under35,65+,O,,golf
102755,150k+,70,F,,Hockey
102506,35_75,70,F,tenant,golf
109581,MedHigh,25_34,F,,
110885,MedHigh,18-24,F,,motorsport
114329,0-35k,18 to 24,F,Owns,
101206,75to150,18-24,M,,tennis
105922,150k+,45-54,F,Owns,Football
119013,0-35k,45-54,M,own,MMA
108056,150kplus,45-54,F,,Basketball
113149,MedHigh,25_34,M,,Hockey
102063,75to150,55-64,F,Owns,golf
118725,35_75,35-44,M,tenant,motorsport
115839,Low,55-64,M,tenant,tennis
109857,0-35k,45-54,F,tenant,Baseball
119433,75to150,65+,M,,motorsport
103827,150k+,65+,M,own,MMA
101445,HighIncome,55-64,M,,Soccer
109426,35-75k,25_34,F,own,Football
914391,35_75,65+,F,own,
105931,150kplus,45-54,F,,
101304,150kplus,70,F,tenant,MMA
117712,Under35,55-64,F,tenant,motorsport
108570,35-75k,25_34,F,,tennis
106776,MedHigh,25_34,M,owner,Basketball
114229,Low,35-44,M,,Football
117689,Low,18-24,M,rent,tennis
105145,Under35,25_34,F,rent,motorsport
110754,Under35,25-34,M,Owns,Basketball
106174,75-150k,55-64,F,tenant,golf
102467,35_75,25_34,M,own,MMA
117216,75to150,35-44,F,rent,Baseball
105252,35_75,70,M,,tennis
106529,Under35,65+,M,own,tennis
111828,MedHigh,55-64,F,rent,esports
109934,35-75k,70,M,Owns,Soccer
117510,0-35k,65+,,own,motorsport
101525,150k+,25_34,F,rent,Basketball
106993,150kplus,45-54,F,Owns,Baseball
109036,150kplus,18 to 24,F,owner,
109140,35-75k,45-54,M,own,Basketball
117315,Under35,18-24,F,rent,tennis
112594,75to150,25-34,M,Owns,golf
113818,150k+,65+,M,,Hockey
101160,35_75,45-54,M,rent,esports
112210,Under35,45-54,M,,tennis
114684,HighIncome,70,F,own,motorsport
103513,0-35k,70,M,tenant,Basketball
109267,HighIncome,70,M,,tennis
116470,150kplus,70,F,,Football
113097,HighIncome,65+,M,tenant,Hockey
111648,75-150k,70,M,rent,tennis
965985,HighIncome,35-44,M,,Basketball
105369,Under35,25_34,F,,Basketball
111998,150k+,55-64,O,own,
112592,Under35,25-34,F,tenant,MMA
102426,150k+,65+,F,Owns,Basketball
114672,75-150k,25_34,M,tenant,tennis
113858,HighIncome,35-44,M,rent,Basketball
119383,35_75,45-54,F,own,Hockey
107479,150k+,25_34,F,,Hockey
114637,75to150,65+,M,rent,Hockey
112769,150k+,25_34,M,own,tennis
103824,HighIncome,70,O,own,Football
115563,75-150k,35-44,F,Owns,Basketball
103588,75-150k,18 to 24,F,Owns,tennis
103532,MedHigh,25_34,F,Owns,Baseball
112362,75-150k,18-24,M,own,esports
100766,75-150k,55-64,F,Owns,golf
109448,HighIncome,18-24,M,,esports
101148,35-75k,35-44,F,,
108344,0-35k,45-54,F,,esports
116427,MedHigh,25-34,M,,MMA
104323,150kplus,45-54,M,own,Soccer
106079,Low,45-54,F,rent,golf
115185,150k+,18 to 24,F,,Basketball
103745,HighIncome,25_34,F,own,Hockey
101290,Low,45-54,F,,Soccer
111242,HighIncome,18-24,F,Owns,Baseball
110261,75to150,25-34,M,tenant,motorsport
110212,150k+,18-24,F,tenant,
108304,35_75,65+,F,owner,golf
110667,0-35k,35-44,M,Owns,golf
104946,75to150,18 to 24,F,,esports
100415,HighIncome,35-44,,Owns,Basketball
119152,MedHigh,55-64,F,,Soccer
103325,0-35k,65+,M,owner,esports
114292,Under35,65+,F,Owns,
102527,Under35,25_34,F,rent,tennis
111543,Under35,25_34,M,tenant,Football
115871,150k+,18-24,M,owner,Football
100777,150k+,70,M,tenant,Football
103570,75to150,25_34,F,,tennis
106075,Under35,25_34,M,rent,Basketball
102060,Low,35-44,F,own,tennis
112610,0-35k,35-44,M,own,Football
104891,35_75,45-54,F,owner,Basketball
106258,Under35,70,F,,Football
115909,35-75k,25_34,M,own,Soccer
107125,0-35k,45-54,M,own,MMA
102357,Under35,65+,M,own,MMA
107526,Low,25_34,M,tenant,Hockey
105499,HighIncome,25_34,M,,Basketball
103615,150k+,18-24,F,,
115587,75to150,55-64,M,tenant,tennis
103320,75-150k,55-64,M,tenant,MMA
101123,Under35,18 to 24,F,tenant,Soccer
108634,35-75k,18-24,M,,Hockey
106345,0-35k,70,M,owner,Basketball
101437,75to150,18-24,F,,Hockey
100004,Under35,18 to 24,M,own,esports
107324,35-75k,25_34,M,,Baseball
102583,150k+,25-34,M,tenant,Soccer
115425,150k+,18 to 24,F,rent,Hockey
103547,150k+,70,M,,Football
102466,Low,18 to 24,F,Owns,motorsport
115133,Under35,18-24,M,,motorsport
109466,150k+,65+,F,,Football
103944,75to150,55-64,M,,motorsport
102695,HighIncome,18 to 24,F,,esports
112637,0-35k,18-24,M,Owns,motorsport
102704,HighIncome,25-34,M,Owns,Hockey
112265,Under35,45-54,M,,motorsport
110810,150kplus,65+,M,owner,Hockey
115251,0-35k,25_34,F,rent,MMA
119722,75to150,25_34,M,rent,esports
115175,150kplus,35-44,F,rent,Basketball
114919,Under35,18-24,M,,Soccer
115115,HighIncome,65+,M,owner,
118549,75to150,55-64,M,rent,Soccer
105823,HighIncome,35-44,F,rent,Baseball
108527,Under35,65+,F,tenant,MMA
115075,0-35k,18 to 24,M,,esports
110537,Under35,25_34,M,,Soccer
117286,75-150k,25_34,M,owner,motorsport
113558,35-75k,35-44,,,golf
107299,HighIncome,18-24,M,,Basketball
118912,150k+,18-24,F,own,tennis
115300,75-150k,25_34,F,owner,Basketball
107970,35-75k,25_34,M,,golf
117548,Under35,65+,F,owner,motorsport
102793,MedHigh,70,M,,esports
119403,Under35,65+,F,rent,MMA
108162,MedHigh,55-64,M,own,golf
118301,35_75,18-24,M,own,MMA
108894,Under35,35-44,F,rent,MMA
119816,150kplus,45-54,F,owner,tennis
936542,150k+,65+,F,,Basketball
105975,75-150k,65+,M,,golf
115541,35-75k,65+,F,rent,tennis
109962,35-75k,55-64,F,tenant,golf
119732,Low,70,F,owner,
112683,0-35k,65+,M,own,
114761,150kplus,55-64,F,owner,
105118,Low,25_34,M,rent,
117599,Under35,18-24,M,owner,Soccer
110532,Under35,25_34,F,rent,
110470,35-75k,25-34,M,owner,Basketball
104754,HighIncome,18-24,F,Owns,Hockey
117392,MedHigh,45-54,M,tenant,tennis
106521,75-150k,25_34,F,Owns,
117285,Under35,45-54,F,owner,MMA
101479,35-75k,35-44,F,owner,motorsport
116850,150kplus,25-34,F,rent,tennis
101587,35_75,45-54,M,Owns,
110592,35-75k,18-24,M,tenant,Soccer
114093,MedHigh,18 to 24,,own,Baseball
106215,75to150,70,F,Owns,motorsport
110919,75to150,70,F,own,Basketball
106166,HighIncome,65+,M,rent,Basketball
109471,35_75,55-64,F,rent,Soccer
117638,HighIncome,65+,M,,MMA
109530,Under35,65+,M,,esports
102116,75to150,25-34,F,rent,Basketball
105894,35-75k,35-44,M,Owns,golf
109778,75to150,70,F,tenant,golf
110399,0-35k,35-44,M,own,Soccer
112026,Under35,35-44,F,,Hockey
109935,Low,25_34,F,rent,Hockey
114771,150k+,45-54,M,,Soccer
115368,MedHigh,70,M,own,Hockey
927924,35-75k,35-44,M,,Baseball
116612,35_75,65+,F,Owns,Hockey
109565,75-150k,45-54,M,Owns,Football
118441,150k+,65+,M,rent,MMA
115590,150k+,18 to 24,M,,esports
109370,35-75k,18-24,M,owner,Soccer
108070,150kplus,55-64,M,,
105812,0-35k,35-44,M,tenant,tennis
111341,75to150,25-34,M,,Baseball
107554,Low,35-44,F,rent,Hockey
110373,MedHigh,45-54,F,Owns,
112706,75-150k,65+,M,owner,motorsport
118284,Under35,18 to 24,F,tenant,tennis
116621,MedHigh,35-44,M,,tennis
105547,75to150,25_34,M,,esports
106707,0-35k,65+,F,rent,Baseball
106156,Under35,45-54,M,,golf
109366,150k+,18 to 24,,owner,Soccer
105391,Low,25-34,M,tenant,Hockey
104855,Under35,18 to 24,F,,esports
108974,Under35,25_34,F,owner,
116015,Under35,18-24,,own,motorsport
953428,35_75,35-44,M,owner,
106027,Low,55-64,F,rent,tennis
103104,HighIncome,25-34,M,rent,Hockey
105693,35_75,18-24,M,tenant,
102250,75-150k,65+,F,Owns,esports
106458,HighIncome,45-54,M,own,Soccer
107408,0-35k,70,F,owner,tennis
102410,75to150,25_34,M,tenant,Baseball
115958,75-150k,35-44,M,owner,golf
105748,75-150k,65+,M,,MMA
109970,MedHigh,65+,O,,Soccer
112992,HighIncome,70,F,owner,Baseball
100573,35-75k,25_34,M,,Football
108423,35_75,45-54,M,own,motorsport
113663,Under35,18-24,M,,Hockey
100488,150kplus,55-64,F,rent,motorsport
106442,150kplus,35-44,F,,Football
115486,0-35k,25-34,F,Owns,esports
111364,Low,35-44,F,Owns,Hockey
111682,HighIncome,35-44,F,,golf
114377,HighIncome,18-24,M,owner,Baseball
108133,Low,35-44,,tenant,Baseball
113843,Under35,35-44,F,,motorsport
108277,Under35,35-44,M,owner,golf
104832,35-75k,18-24,F,,Soccer
100161,HighIncome,35-44,M,rent,tennis
109237,Low,35-44,M,tenant,
113491,35_75,55-64,M,,motorsport
115156,Low,35-44,M,,tennis
115510,150kplus,65+,M,Owns,Basketball
117265,35_75,25_34,F,tenant,esports
966395,35-75k,25_34,M,Owns,Baseball
119782,HighIncome,70,F,own,Basketball
103384,0-35k,25_34,F,own,Soccer
115733,35-75k,55-64,F,own,golf
100422,MedHigh,25_34,M,,Football
106921,35-75k,18 to 24,M,rent,esports
102760,35_75,35-44,O,rent,esports
119584,75-150k,65+,F,,tennis
100601,35_75,65+,F,Owns,Hockey
115977,35-75k,70,M,rent,
107429,Low,18-24,M,own,
112451,MedHigh,65+,F,,Baseball
102182,HighIncome,18 to 24,F,,tennis
112061,MedHigh,25-34,F,Owns,golf
104278,35_75,45-54,M,rent,golf
101630,0-35k,18-24,M,,Baseball
102839,150kplus,18-24,M,rent,Baseball
108650,150k+,70,M,owner,Soccer
107245,HighIncome,45-54,M,Owns,Basketball
118573,75-150k,25-34,M,Owns,esports
110129,MedHigh,25-34,F,tenant,
100618,0-35k,25_34,M,Owns,
116653,HighIncome,45-54,M,Owns,Hockey
111877,35-75k,18 to 24,F,owner,MMA
107788,150k+,45-54,F,tenant,motorsport
109412,75to150,55-64,F,,golf
116519,Under35,65+,M,own,esports
119111,35_75,18 to 24,F,rent,motorsport
103638,75to150,55-64,F,Owns,Basketball
119954,150kplus,65+,F,Owns,Football
117767,150kplus,55-64,F,owner,golf
107277,HighIncome,55-64,M,own,
103114,Under35,25-34,M,rent,
108566,Low,18-24,F,,MMA
106585,75-150k,35-44,F,Owns,Hockey
114918,150k+,35-44,F,Owns,tennis
105342,75-150k,65+,F,,Hockey
105985,0-35k,70,F,owner,Baseball
101415,Low,70,M,own,motorsport
115323,HighIncome,18-24,M,own,motorsport
117820,35_75,45-54,F,own,Hockey
107734,75-150k,25_34,F,own,motorsport
105065,Under35,35-44,M,own,golf
112357,150kplus,25-34,F,Owns,tennis
108768,Low,35-44,F,tenant,MMA
949767,150k+,65+,M,Owns,Hockey
110723,35-75k,45-54,M,owner,esports
110371,Low,18-24,M,,Baseball
117569,Under35,35-44,M,tenant,Soccer
105925,35_75,35-44,F,,Football
112563,150k+,25-34,M,owner,Soccer
119000,150k+,25_34,M,,Football
101515,Low,25-34,F,own,Baseball
108541,MedHigh,70,M,,Basketball
103806,Under35,18 to 24,F,owner,esports
117952,150kplus,45-54,F,owner,motorsport
106901,75-150k,18 to 24,M,owner,MMA
119913,150kplus,65+,F,,tennis
111838,0-35k,25_34,F,,MMA
103786,150k+,25-34,F,,Baseball
105870,MedHigh,25-34,F,,Basketball
103149,35_75,70,M,,
106992,35-75k,55-64,M,,Baseball
104029,150kplus,25-34,M,Owns,Football
105193,HighIncome,25-34,M,,Soccer
113964,75to150,45-54,M,owner,Soccer
117566,150kplus,18-24,M,own,Hockey
105962,HighIncome,18-24,M,,
108976,MedHigh,45-54,M,,Football
113897,35-75k,35-44,F,tenant,MMA
116137,35-75k,25-34,F,owner,MMA
113499,150k+,18 to 24,F,,Soccer
115522,75to150,70,F,owner,Baseball
103218,35-75k,35-44,F,own,tennis
110800,150k+,18 to 24,M,own,Soccer
109377,Low,18 to 24,M,,motorsport
109655,MedHigh,25_34,F,tenant,Soccer
114415,150k+,18-24,F,own,motorsport
111794,150k+,18-24,M,Owns,motorsport
112734,75-150k,70,F,Owns,Baseball
108826,150k+,25_34,F,rent,Football
103049,35-75k,18 to 24,M,tenant,Baseball
117618,150kplus,45-54,F,owner,Football
102128,35-75k,35-44,F,,motorsport
119109,75-150k,45-54,F,Owns,
108558,35-75k,18-24,M,own,esports
101184,Under35,25_34,M,rent,Basketball
110635,75-150k,25_34,M,own,Hockey
103415,MedHigh,65+,M,tenant,Baseball
100486,35_75,25_34,F,,Baseball
113853,Low,25-34,M,tenant,Basketball
107544,35_75,25-34,M,own,esports
117111,Low,18-24,M,owner,esports
104643,35_75,25-34,M,rent,motorsport
115201,75to150,45-54,M,owner,Baseball
109029,MedHigh,70,F,own,Baseball
103008,0-35k,25_34,M,,Soccer
108394,150k+,65+,M,,Hockey
117404,150k+,35-44,M,Owns,Football
102938,150kplus,65+,M,rent,golf
104723,150k+,25-34,F,Owns,Baseball
110169,Low,55-64,F,own,Soccer
119853,0-35k,45-54,F,owner,tennis
109549,HighIncome,45-54,M,,Hockey
112680,35-75k,70,M,rent,
104525,75-150k,55-64,M,tenant,tennis
105229,75-150k,25-34,M,,Football
117777,150k+,65+,M,own,Basketball
109204,Low,45-54,M,,Soccer
104714,35-75k,70,M,owner,Baseball
109579,75-150k,18 to 24,M,owner,tennis
110758,0-35k,18-24,M,,golf
105699,150kplus,25-34,F,owner,Hockey
109189,Low,35-44,M,Owns,esports
110016,150k+,35-44,M,owner,Basketball
104596,Under35,55-64,F,Owns,Soccer
111288,150k+,18-24,M,,esports
102371,MedHigh,55-64,M,owner,
102005,MedHigh,45-54,M,Owns,motorsport
109436,MedHigh,35-44,M,rent,Baseball
101305,Low,70,F,own,Hockey
104750,HighIncome,55-64,F,tenant,golf
111291,35_75,65+,F,,
111032,75to150,25_34,F,tenant,motorsport
115165,MedHigh,18 to 24,F,,tennis
112781,35_75,25_34,M,tenant,motorsport
107306,75-150k,18 to 24,M,owner,golf
111156,0-35k,25_34,F,own,motorsport
105398,Under35,25_34,F,,Baseball
119355,75to150,45-54,M,tenant,esports
103967,75-150k,25_34,F,owner,motorsport
117114,Low,25_34,M,owner,Basketball
103208,Low,18 to 24,M,owner,Hockey
108682,150k+,18-24,M,Owns,Hockey
108353,150kplus,18 to 24,F,own,Basketball
108690,Under35,45-54,F,,Baseball
113809,150k+,25_34,M,Owns,
110825,150k+,25_34,F,,golf
113286,75to150,70,M,,golf
105046,HighIncome,18-24,F,Owns,Baseball
112424,150k+,35-44,F,owner,golf
107478,Under35,18 to 24,F,own,Baseball
104865,150k+,18-24,M,,tennis
114378,150k+,45-54,F,,
100078,Low,55-64,F,,Baseball
112896,150kplus,25-34,M,tenant,
110309,0-35k,25_34,,owner,Football
105820,HighIncome,65+,M,tenant,Football
115975,HighIncome,25-34,M,tenant,MMA
110159,Low,45-54,F,tenant,tennis
106628,MedHigh,25_34,M,rent,esports
104125,35-75k,18 to 24,F,Owns,Baseball
105487,150k+,45-54,M,,golf
111445,Low,65+,M,owner,motorsport
108334,150k+,18-24,M,,
100092,150k+,45-54,F,Owns,golf
101598,MedHigh,25-34,M,own,esports
112316,150k+,55-64,M,rent,Soccer
116970,35-75k,25_34,M,,motorsport
105710,150kplus,70,F,tenant,Football
113460,0-35k,18-24,F,,MMA
108727,75to150,25-34,M,,motorsport
106930,0-35k,55-64,M,own,Basketball
119485,35-75k,18-24,M,,motorsport
104483,Low,35-44,,tenant,Football
112697,Under35,18-24,F,Owns,MMA
119090,150k+,25_34,M,tenant,MMA
102382,MedHigh,65+,F,,Baseball
108473,Under35,18 to 24,F,,Basketball
100539,150k+,55-64,M,,tennis
113911,150k+,25-34,F,own,
105414,Low,25_34,F,owner,Basketball
110398,Under35,18 to 24,,rent,esports
106653,HighIncome,18 to 24,F,owner,
114111,150kplus,25_34,M,Owns,esports
104701,150k+,18 to 24,M,rent,
112640,Low,55-64,,,Baseball
115277,Under35,25-34,M,,Hockey
113371,35-75k,45-54,F,owner,tennis
111033,75to150,25_34,M,own,Basketball
115351,HighIncome,18-24,F,,motorsport
119696,150k+,18-24,M,,motorsport
114401,MedHigh,35-44,F,,Football
102899,75-150k,70,F,,
110861,HighIncome,18 to 24,M,Owns,Basketball
103408,Under35,55-64,M,rent,MMA
118051,35_75,18 to 24,M,owner,Hockey
103348,150kplus,18-24,M,own,tennis
109453,150k+,35-44,F,owner,Hockey
117654,MedHigh,55-64,F,,Soccer
113419,75-150k,55-64,M,Owns,Hockey
105492,35_75,18-24,F,rent,golf
101810,75-150k,25-34,F,Owns,Baseball
106501,Low,65+,M,own,Football
100989,75-150k,35-44,M,Owns,Hockey
105151,75-150k,55-64,M,owner,Baseball
113868,150kplus,35-44,F,owner,golf
104170,35_75,45-54,M,own,golf
114794,HighIncome,25_34,F,owner,Baseball
112784,75to150,45-54,F,Owns,MMA
102114,35_75,35-44,M,rent,Basketball
116715,HighIncome,45-54,M,rent,
108766,35-75k,25_34,F,tenant,motorsport
115345,35-75k,55-64,F,Owns,tennis
119106,150kplus,55-64,M,Owns,
117845,75to150,55-64,F,tenant,Soccer
109847,75to150,70,M,,golf
103212,MedHigh,55-64,F,own,Football
102535,150kplus,35-44,M,owner,Basketball
116119,150kplus,35-44,F,tenant,Hockey
111045,0-35k,65+,F,owner,esports
106880,75-150k,45-54,F,rent,Football
102833,Low,18 to 24,F,rent,golf
105124,150kplus,55-64,F,rent,Baseball
116458,0-35k,18 to 24,F,tenant,Basketball
953764,35-75k,55-64,F,rent,MMA
102346,0-35k,25-34,M,,esports
115567,150kplus,65+,F,rent,Soccer
119987,150kplus,70,M,tenant,esports
100738,HighIncome,25_34,M,owner,golf
102553,150k+,70,M,tenant,motorsport
107726,75to150,18-24,M,rent,
102356,HighIncome,45-54,O,Owns,tennis
117683,MedHigh,65+,M,tenant,tennis
934387,150k+,18 to 24,M,owner,Hockey
106035,150k+,55-64,M,owner,esports
117924,150k+,45-54,F,own,
106040,Under35,65+,F,tenant,Soccer
109769,150kplus,65+,M,,tennis
106337,150k+,45-54,F,,esports
110721,75-150k,25_34,F,Owns,motorsport
100138,150k+,65+,F,own,Soccer
118668,Under35,65+,F,own,Basketball
118142,HighIncome,25_34,M,own,MMA
100558,Under35,18 to 24,F,Owns,golf
103150,0-35k,25_34,F,,Baseball
105532,Low,18-24,F,own,Basketball
109506,MedHigh,65+,M,rent,golf
103617,150k+,55-64,F,owner,Baseball
107113,Low,25_34,F,tenant,Baseball
107790,35_75,55-64,F,,Soccer
111722,Under35,65+,F,,MMA
106548,Low,70,F,Owns,golf
115294,150kplus,18-24,M,own,Baseball
945048,75to150,18-24,M,,tennis
111684,35_75,18-24,M,rent,Football
112338,Under35,25_34,F,,Football
115440,35_75,65+,F,,Basketball
110152,Under35,25-34,M,rent,Soccer
114979,150k+,18-24,M,owner,tennis
112172,150kplus,70,,,tennis
101834,0-35k,70,F,tenant,golf
102490,35_75,18 to 24,M,rent,tennis
102473,Low,65+,F,own,esports
104894,Under35,65+,M,tenant,MMA
116555,35_75,25-34,M,Owns,Baseball
114004,75to150,35-44,M,,golf
116845,150k+,70,F,,Hockey
117497,MedHigh,35-44,M,Owns,Baseball
101688,35-75k,45-54,M,,MMA
103890,150kplus,25-34,M,,tennis
116992,150k+,35-44,F,rent,Baseball
107177,MedHigh,55-64,M,owner,Basketball
117321,35-75k,18 to 24,M,,motorsport
108838,35-75k,18-24,F,owner,golf
114467,0-35k,35-44,M,Owns,motorsport
109745,150k+,25-34,O,own,MMA
106550,Low,65+,M,,Soccer
101657,0-35k,25_34,M,,tennis
116424,75to150,35-44,F,tenant,esports
101892,35_75,18 to 24,M,owner,Football
105019,MedHigh,65+,F,,Soccer
115017,MedHigh,18 to 24,M,Owns,MMA
112626,HighIncome,35-44,F,,MMA
108000,75to150,35-44,F,own,
106543,35-75k,18 to 24,M,owner,golf
104406,150k+,18 to 24,F,Owns,MMA
109619,MedHigh,55-64,,rent,
103984,HighIncome,70,F,rent,
115041,150kplus,18 to 24,F,owner,tennis
108269,HighIncome,25_34,F,own,golf
100975,35_75,55-64,M,,MMA
118662,150kplus,65+,F,,Baseball
904830,Low,55-64,F,rent,Football
113554,150k+,45-54,M,,tennis
115426,35-75k,25-34,M,,motorsport
116892,35-75k,70,F,tenant,
104236,35_75,25-34,F,Owns,MMA
109918,HighIncome,18-24,F,own,motorsport
118339,75-150k,70,F,,motorsport
103607,75-150k,55-64,M,rent,motorsport
100729,Low,55-64,M,own,Basketball
107832,35_75,25_34,F,owner,Basketball
101668,Under35,45-54,M,Owns,Football
110122,150kplus,70,M,rent,golf
108860,75to150,35-44,F,rent,
116747,150k+,55-64,M,rent,esports
106448,150k+,70,M,,
107852,75to150,18-24,M,tenant,motorsport
100192,150kplus,55-64,F,,Baseball
107523,HighIncome,18-24,M,Owns,Hockey
100019,HighIncome,65+,M,own,MMA
106262,HighIncome,35-44,F,tenant,Football
114559,35-75k,25-34,F,tenant,Football
116971,0-35k,25-34,M,,Football
101611,150k+,45-54,M,rent,golf
119839,75to150,35-44,F,,Football
118027,MedHigh,18 to 24,F,rent,Baseball
117814,150kplus,25_34,F,tenant,Football
101712,0-35k,65+,F,tenant,Football
107747,0-35k,45-54,M,own,Baseball
115992,HighIncome,55-64,F,tenant,MMA
117287,Low,55-64,M,tenant,
118986,35-75k,35-44,M,own,
102113,75-150k,55-64,M,,Hockey
104024,75-150k,35-44,F,owner,esports
111178,35_75,35-44,M,rent,
101534,150k+,45-54,M,,Hockey
114770,75-150k,35-44,M,own,MMA
970703,MedHigh,18 to 24,M,rent,MMA
100334,150k+,18 to 24,F,owner,
110507,0-35k,45-54,M,,esports
111697,35-75k,18 to 24,M,owner,esports
119599,35-75k,70,F,,Soccer
108183,0-35k,25_34,M,,esports
112481,75to150,25-34,F,rent,Hockey
107719,75-150k,25_34,M,owner,motorsport
105996,75-150k,18 to 24,M,tenant,golf
110596,150k+,18-24,M,,Soccer
117313,35_75,70,M,tenant,Hockey
101170,Low,45-54,F,Owns,Basketball
100246,0-35k,25-34,M,,esports
111002,HighIncome,25-34,M,,Basketball
103923,Under35,18 to 24,M,own,tennis
118872,35-75k,45-54,F,own,golf
116961,Under35,55-64,M,tenant,esports
119577,0-35k,25_34,F,,esports
115296,150k+,18-24,M,rent,motorsport
119648,MedHigh,35-44,F,tenant,Hockey
108887,75-150k,25-34,,tenant,Soccer
112841,150k+,65+,F,own,Baseball
115657,150k+,65+,M,,Basketball
109206,150kplus,25_34,F,,Football
101795,150k+,70,M,own,
110089,Under35,35-44,F,tenant,motorsport
115544,150kplus,70,F,own,golf
106452,150k+,35-44,M,,tennis
113622,75to150,25-34,M,own,tennis
117180,35_75,45-54,F,,golf
103780,Low,45-54,F,tenant,motorsport
107805,75to150,65+,F,Owns,golf
114174,150k+,35-44,F,rent,esports
105680,MedHigh,65+,M,Owns,Baseball
111523,150k+,25-34,F,owner,tennis
111124,75-150k,70,F,rent,Baseball
107996,35_75,70,F,,Soccer
103333,MedHigh,70,F,rent,esports
111866,150k+,18 to 24,F,tenant,motorsport
104245,75-150k,65+,F,rent,motorsport
112835,35-75k,70,M,tenant,tennis
107660,35_75,25-34,M,rent,Hockey
113200,75-150k,65+,F,,Football
109303,150kplus,25_34,F,rent,Baseball
102469,35-75k,18-24,F,,Baseball
101971,Under35,65+,F,Owns,Hockey
114150,150kplus,18 to 24,,own,Hockey
102482,150kplus,35-44,F,tenant,Soccer
103045,35-75k,35-44,M,own,esports
109973,Under35,25_34,M,owner,esports
116648,150k+,18-24,F,,Basketball
107606,35-75k,25_34,M,rent,esports
956970,75-150k,70,F,,Football
105470,150kplus,55-64,F,rent,Football
117298,35_75,18-24,M,Owns,Baseball
119487,35_75,25_34,M,rent,Soccer
108671,0-35k,45-54,F,tenant,
105825,35-75k,45-54,F,,esports
101053,150k+,45-54,F,tenant,Baseball
111379,75to150,55-64,M,own,
106864,0-35k,65+,M,,tennis
119158,Low,25_34,M,Owns,Baseball
102447,Low,35-44,F,owner,motorsport
103959,35_75,65+,M,own,motorsport
116019,150k+,25_34,F,tenant,Basketball
118918,75-150k,65+,M,Owns,Football
113738,MedHigh,55-64,M,owner,motorsport
103370,150k+,25-34,M,Owns,motorsport
101175,HighIncome,18 to 24,F,Owns,Soccer
104732,150kplus,45-54,M,Owns,golf
112965,Low,18 to 24,F,,Football
109846,Low,45-54,M,rent,Basketball
117289,Low,25-34,M,,tennis
101132,MedHigh,25-34,M,tenant,Baseball
107665,35_75,35-44,O,owner,golf
102096,150k+,25-34,M,rent,
102647,150k+,55-64,F,own,motorsport
102813,150kplus,55-64,M,,golf
101302,75to150,25_34,M,,esports
118252,HighIncome,35-44,F,tenant,Hockey
102694,MedHigh,65+,F,own,Baseball
102539,75-150k,55-64,F,own,golf
119572,Low,35-44,F,Owns,MMA
113308,HighIncome,65+,F,rent,Hockey
113311,150k+,18 to 24,F,owner,Football
113652,150kplus,35-44,F,tenant,Baseball
101238,75-150k,25-34,F,owner,Soccer
105350,Low,45-54,M,Owns,
115762,35_75,35-44,M,own,
114506,35-75k,25-34,M,owner,Basketball
114948,150kplus,35-44,F,rent,MMA
109793,75to150,18 to 24,M,owner,Basketball
117676,75to150,25-34,M,,tennis
102679,150k+,18 to 24,F,owner,Baseball
103455,Low,35-44,F,own,Soccer
119098,0-35k,25-34,F,,golf
109230,35-75k,55-64,M,,Basketball
107723,35_75,65+,M,own,Soccer
104639,0-35k,70,F,tenant,Football
119874,0-35k,70,M,Owns,esports
108845,150k+,70,M,Owns,Basketball
103936,Under35,18 to 24,M,,Baseball
114601,35_75,45-54,M,owner,
116898,Under35,35-44,F,rent,golf
971519,MedHigh,70,F,Owns,Basketball
105926,75to150,25_34,F,,
113523,35_75,25_34,M,rent,Basketball
110577,150k+,55-64,M,,golf
114412,150k+,18 to 24,M,tenant,Hockey
118034,150k+,35-44,,owner,esports
106944,Low,45-54,M,tenant,Basketball
109283,35-75k,18-24,M,,
112235,150k+,45-54,F,owner,
117249,HighIncome,70,F,,tennis
119200,Low,55-64,F,,Football
119391,150kplus,45-54,M,,Soccer
103504,75-150k,70,M,,MMA
101044,Low,65+,F,own,
103214,75to150,65+,M,,tennis
102184,150k+,45-54,M,own,motorsport
111394,150k+,70,M,rent,MMA
115502,Under35,25_34,F,,esports
104931,Under35,55-64,F,Owns,Basketball
112394,75to150,70,M,rent,
115342,150kplus,70,M,,
100188,150k+,65+,F,Owns,motorsport
108640,Low,35-44,M,,golf
112376,35_75,35-44,F,own,
100688,HighIncome,65+,F,,Hockey
109878,MedHigh,18 to 24,M,,Soccer
112240,35_75,18-24,M,own,Hockey
114861,35-75k,18 to 24,F,,Hockey
100869,150k+,65+,F,own,esports
112951,150kplus,18 to 24,F,tenant,esports
108740,35-75k,25-34,F,tenant,motorsport
118960,HighIncome,70,M,rent,esports
102595,75-150k,70,M,Owns,motorsport
110181,150k+,18 to 24,F,own,Hockey
117661,75-150k,70,M,,MMA
108981,150kplus,25-34,F,Owns,MMA
104191,35_75,35-44,M,rent,Baseball
101163,150k+,18-24,F,Owns,motorsport
111079,HighIncome,18 to 24,M,tenant,MMA
115137,75to150,18 to 24,F,owner,Football
108704,MedHigh,35-44,F,Owns,
107291,75-150k,45-54,F,,Football
