ScanId,Evt,Bc,ScanTs,Gate,Valid
9003072,EVT00062,B601648-2-316,1/21/2025 4:12,South,1
9003073,EVT00039,B601648-3-297,12/3/2024 18:33,G2,1
9003074,EVT00041,B601649-1-321,1/17/2025 19:16,G3,1
9003075,EVT00039,B601649-3-783,2/5/2025 0:14,G2,1
9003076,EVT00026,B601650-1-588,2/1/2025 4:17,G2,1
9003077,EVT00047,B601650-2-886,10/4/2024 2:32,G2,1
9003078,EVT00048,B601651-1-784,10/16/2024 4:12,Club,1
9003079,EVT00013,B601651-2-472,12/14/2024 19:49,Club,1
9003080,EVT00030,B601651-3-813,12/30/2024 5:53,G2,1
9003081,EVT00024,B601652-1-688,1/27/2025 21:30,South,1
9003082,EVT00078,B601652-2-994,12/28/2024 23:54,North,1
9003083,EVT00008,B601653-1-647,2/6/2025 19:13,G3,1
9003084,EVT00024,B601653-2-602,1/19/2025 13:53,Club,1
9003085,EVT00044,B601653-3-466,4/7/2025 2:57,G2,1
9003086,EVT00073,B601654-1-159,12/20/2024 7:38,North,1
9003087,EVT00007,B601655-2-571,11/30/2024 14:04,Club,1
9003088,EVT00009,B601656-1-695,2/3/2025 18:01,North,1
9003089,EVT00071,B601657-1-238,12/5/2024 9:49,Club,1
9003090,EVT00050,B601658-1-937,1/19/2025 18:14,VIP,1
9003091,EVT00071,B601659-1-394,12/26/2024 8:21,Club,1
9003092,EVT00051,B601659-2-132,4/28/2025 12:19,VIP,1
9003093,EVT00041,B601660-1-364,10/18/2024 10:39,G2,1
9003094,EVT00065,B601660-2-103,1/22/2025 6:45,G3,1
9003095,EVT00066,B601661-1-840,12/4/2024 23:59,South,1
9003096,EVT00010,B601662-1-389,12/20/2024 13:51,G2,1
9003097,EVT00008,B601663-1-522,12/9/2024 12:44,South,1
9003098,EVT00045,B601664-1-703,3/28/2025 20:55,VIP,1
9003099,EVT00015,B601665-1-845,10/16/2024 13:42,North,1
9003100,EVT00039,B601666-1-235,10/30/2024 1:46,Club,1
9003101,EVT00053,B601667-1-734,10/23/2024 16:41,Club,1
9003102,EVT00003,B601667-2-232,1/17/2025 14:01,VIP,1
9003103,EVT00025,B601667-3-434,11/18/2024 21:50,G3,1
9003104,EVT00069,B601668-1-263,12/24/2024 2:22,North,1
9003105,EVT00057,B601668-2-948,10/2/2024 10:34,VIP,1
9003106,EVT00001,B601669-1-505,4/3/2025 8:30,VIP,1
9003107,EVT00018,B601669-2-590,10/31/2024 22:14,G3,1
9003108,EVT00035,B601670-1-919,1/14/2025 16:15,G2,1
9003109,EVT00068,B601671-1-449,11/23/2024 5:18,G2,1
9003110,EVT00044,B601671-2-167,4/14/2025 8:03,North,1
9003111,EVT00002,B601671-3-910,2/1/2025 23:45,Club,1
9003112,EVT00001,B601672-1-164,10/22/2024 3:53,G3,1
9003113,EVT00030,B601674-1-138,1/6/2025 17:19,Club,1
9003114,EVT00065,B601674-2-588,1/15/2025 11:35,North,1
9003115,EVT00019,B601674-3-146,3/22/2025 23:05,South,1
9003116,EVT00031,B601675-1-907,4/19/2025 1:02,G1,1
9003117,EVT00009,B601676-2-642,11/7/2024 10:33,South,1
9003118,EVT00058,B601677-1-468,2/7/2025 22:10,G3,1
9003119,EVT00009,B601677-2-653,3/3/2025 5:51,North,1
9003120,EVT00009,B601678-1-199,12/7/2024 2:58,G1,1
9003121,EVT00062,B601679-1-698,2/15/2025 18:48,VIP,1
9003122,EVT00002,B601681-1-861,4/19/2025 7:00,Club,1
9003123,EVT00007,B601681-2-504,12/16/2024 5:38,G3,1
9003124,EVT00068,B601681-3-898,4/14/2025 1:02,VIP,1
9003125,EVT00039,B601681-4-416,12/6/2024 21:45,Club,1
9003126,EVT00013,B601682-1-446,2/22/2025 5:21,G2,1
9003127,EVT00041,B601683-1-797,3/15/2025 17:07,G1,1
9003128,EVT00009,B601683-2-850,12/21/2024 2:49,North,1
9003129,EVT00065,B601683-3-261,12/21/2024 3:36,Club,1
9003130,EVT00016,B601684-1-194,3/22/2025 12:44,North,1
9003131,EVT00025,B601684-2-393,10/30/2024 6:34,VIP,1
9003132,EVT00061,B601685-1-121,2/28/2025 19:37,South,1
9003133,EVT00019,B601686-1-930,4/17/2025 12:09,VIP,1
9003134,EVT00027,B601686-2-474,10/8/2024 23:34,South,1
9003135,EVT00021,B601687-1-999,10/9/2024 21:30,North,1
9003136,EVT00078,B601687-2-208,3/5/2025 4:53,North,1
9003137,EVT00035,B601688-1-291,4/27/2025 11:58,VIP,1
9003138,EVT00041,B601688-2-643,1/22/2025 3:27,G3,1
9003139,EVT00022,B601689-1-452,11/24/2024 18:33,South,1
9003140,EVT00050,B601690-1-604,3/9/2025 20:32,VIP,1
9003141,EVT00016,B601690-2-271,3/13/2025 16:51,G3,1
9003142,EVT00060,B601691-1-421,10/11/2024 9:48,North,1
9003143,EVT00041,B601691-2-964,4/13/2025 16:04,G2,1
9003144,EVT00003,B601691-3-851,1/26/2025 6:51,South,1
9003145,EVT00023,B601692-1-131,3/12/2025 4:42,G2,1
9003146,EVT00034,B601692-2-155,10/20/2024 10:38,G2,1
9003147,EVT00060,B601692-3-927,1/8/2025 22:33,South,1
9003148,EVT00009,B601693-1-530,4/18/2025 4:54,G2,1
9003149,EVT00063,B601694-1-792,3/16/2025 19:19,Club,1
9003150,EVT00032,B601694-2-319,12/20/2024 12:36,G1,1
9003151,EVT00055,B601694-3-421,4/21/2025 18:31,G3,1
9003152,EVT00019,B601694-4-513,4/22/2025 10:32,Club,1
9003153,EVT00062,B601695-1-536,2/20/2025 15:39,North,1
9003154,EVT00066,B601695-2-377,2/15/2025 8:10,North,1
9003155,EVT00013,B601696-1-478,12/1/2024 8:32,G3,1
9003156,EVT00024,B601696-2-655,4/18/2025 23:49,North,1
9003157,EVT00077,B601697-1-894,11/28/2024 16:12,G2,1
9003158,EVT00015,B601699-1-175,4/24/2025 2:55,North,1
9003159,EVT00033,B601700-1-924,10/7/2024 17:47,G3,1
9003160,EVT00070,B601701-1-396,1/24/2025 10:48,Club,1
9003161,EVT00020,B601702-1-545,12/7/2024 6:31,South,1
9003162,EVT00017,B601702-2-399,4/7/2025 16:22,G1,1
9003163,EVT00001,B601704-1-326,11/13/2024 20:42,G2,1
9003164,EVT00016,B601704-2-437,11/3/2024 17:15,South,1
9003165,EVT00039,B601704-3-257,12/28/2024 12:44,G2,1
9003166,EVT00075,B601705-1-513,12/4/2024 18:26,Club,1
9003167,EVT00031,B601706-1-669,1/14/2025 19:28,North,1
9003168,EVT00065,B601708-1-999,3/13/2025 6:58,South,1
9003169,EVT00030,B601708-2-322,3/13/2025 2:04,G1,1
9003170,EVT00005,B601708-3-573,1/8/2025 2:05,G2,1
9003171,EVT00062,B601709-2-291,11/4/2024 3:10,South,1
9003172,EVT00079,B601709-3-867,3/3/2025 12:42,VIP,1
9003173,EVT00061,B601710-1-103,2/1/2025 10:20,G3,1
9003174,EVT00005,B601711-1-195,11/19/2024 14:34,G3,1
9003175,EVT00020,B601712-1-540,12/7/2024 13:16,South,1
9003176,EVT00062,B601713-1-180,12/20/2024 12:56,G3,1
9003177,EVT00004,B601713-2-698,4/27/2025 11:00,G2,1
9003178,EVT00051,B601713-3-514,4/22/2025 7:18,G2,1
9003179,EVT00058,B601714-1-734,4/3/2025 19:04,Club,1
9003180,EVT00005,B601714-2-498,4/8/2025 21:07,VIP,1
9003181,EVT00057,B601715-1-492,3/18/2025 18:37,G2,1
9003182,EVT00029,B601715-2-542,11/22/2024 11:30,Club,1
9003183,EVT00050,B601716-1-730,11/8/2024 0:11,VIP,1
9003184,EVT00018,B601717-1-915,4/16/2025 14:48,South,1
9003185,EVT00033,B601717-2-711,10/19/2024 7:27,G3,1
9003186,EVT00077,B601718-1-881,2/24/2025 9:25,G1,1
9003187,EVT00059,B601718-2-727,11/19/2024 20:12,South,1
9003188,EVT00065,B601719-1-890,1/1/2025 17:16,Club,1
9003189,EVT00073,B601719-2-190,10/4/2024 4:08,G1,1
9003190,EVT00066,B601719-3-624,12/27/2024 8:18,VIP,1
9003191,EVT00068,B601720-1-911,1/17/2025 16:25,G1,1
9003192,EVT00075,B601721-1-788,2/14/2025 1:21,G3,1
9003193,EVT00029,B601721-2-327,4/5/2025 13:41,G2,1
9003194,EVT00035,B601721-3-506,11/3/2024 11:17,VIP,1
9003195,EVT00075,B601722-1-249,2/3/2025 17:56,G2,1
9003196,EVT00069,B601723-1-374,4/9/2025 4:39,G3,1
9003197,EVT00079,B601723-2-135,1/16/2025 1:00,G3,1
9003198,EVT00034,B601723-3-906,12/27/2024 6:18,South,1
9003199,EVT00073,B601724-1-543,2/18/2025 14:10,G1,1
9003200,EVT00012,B601724-2-880,10/30/2024 22:21,Club,1
9003201,EVT00038,B601725-1-825,4/21/2025 20:02,G2,1
9003202,EVT00034,B601725-2-283,12/11/2024 9:22,South,1
9003203,EVT00052,B601726-1-737,3/5/2025 13:16,North,1
9003204,EVT00079,B601727-1-694,2/20/2025 21:50,Club,1
9003205,EVT00066,B601727-2-880,12/14/2024 21:25,VIP,1
9003206,EVT00071,B601728-1-945,12/25/2024 1:01,Club,1
9003207,EVT00045,B601728-2-522,3/29/2025 12:30,G1,1
9003208,EVT00023,B601729-1-909,4/8/2025 9:04,South,1
9003209,EVT00053,B601729-2-464,10/17/2024 19:13,Club,1
9003210,EVT00063,B601730-1-742,10/28/2024 8:31,G3,1
9003211,EVT00028,B601731-1-277,2/16/2025 8:57,G3,1
9003212,EVT00031,B601731-2-959,1/7/2025 14:48,Club,1
9003213,EVT00053,B601731-3-264,3/20/2025 17:16,G3,1
9003214,EVT00031,B601731-4-295,12/14/2024 21:19,G2,1
9003215,EVT00068,B601732-1-652,3/8/2025 2:06,Club,1
9003216,EVT00073,B601732-2-899,1/31/2025 20:33,North,1
9003217,EVT00002,B601733-1-801,2/21/2025 6:40,VIP,1
9003218,EVT00062,B601733-2-896,12/14/2024 22:34,VIP,0
9003219,EVT00018,B601733-3-811,10/26/2024 21:53,G1,1
9003220,EVT00019,B601734-1-325,12/19/2024 16:57,G3,1
9003221,EVT00021,B601735-1-386,2/18/2025 17:00,VIP,1
9003222,EVT00013,B601735-2-840,1/24/2025 22:40,G2,1
9003223,EVT00027,B601736-1-549,4/24/2025 7:08,G2,1
9003224,EVT00004,B601736-2-935,1/24/2025 4:01,G2,1
9003225,EVT00047,B601737-1-924,11/5/2024 11:57,G2,1
9003226,EVT00069,B601737-2-129,3/25/2025 15:22,Club,1
9003227,EVT00017,B601737-3-536,10/31/2024 14:41,G1,1
9003228,EVT00078,B601738-1-613,10/12/2024 10:08,South,1
9003229,EVT00029,B601738-2-764,11/23/2024 14:55,VIP,1
9003230,EVT00014,B601738-3-291,1/25/2025 8:46,G3,1
9003231,EVT00077,B601739-1-508,1/7/2025 11:56,Club,1
9003232,EVT00076,B601739-2-758,2/20/2025 16:03,G2,1
9003233,EVT00023,B601740-1-972,12/1/2024 0:25,Club,1
9003234,EVT00031,B601741-1-441,1/10/2025 9:12,G1,1
9003235,EVT00037,B601741-2-407,2/22/2025 3:07,Club,1
9003236,EVT00033,B601742-1-781,4/16/2025 13:36,G1,1
9003237,EVT00078,B601742-2-325,2/10/2025 12:17,VIP,1
9003238,EVT00049,B601743-1-643,2/15/2025 5:38,G3,1
9003239,EVT00031,B601743-2-246,3/15/2025 4:12,South,1
9003240,EVT00058,B601744-1-918,1/6/2025 13:39,South,1
9003241,EVT00078,B601744-2-595,11/17/2024 7:24,G2,1
9003242,EVT00077,B601744-3-127,4/12/2025 9:42,G1,1
9003243,EVT00062,B601745-1-796,10/5/2024 15:02,G2,1
9003244,EVT00038,B601746-1-600,1/31/2025 4:12,G2,1
9003245,EVT00043,B601746-2-584,10/15/2024 18:55,VIP,1
9003246,EVT00080,B601746-3-902,10/4/2024 9:21,G3,1
9003247,EVT00041,B601747-1-208,2/11/2025 5:06,South,1
9003248,EVT00035,B601747-2-942,12/6/2024 5:34,G3,1
9003249,EVT00013,B601747-3-380,11/14/2024 1:05,G2,1
9003250,EVT00061,B601748-1-828,10/17/2024 18:11,G3,1
9003251,EVT00028,B601748-2-784,2/21/2025 18:01,North,1
9003252,EVT00043,B601748-3-466,12/18/2024 18:46,South,1
9003253,EVT00070,B601749-1-465,3/10/2025 19:06,G1,1
9003254,EVT00023,B601749-2-884,10/17/2024 8:35,G2,1
9003255,EVT00035,B601749-3-436,11/8/2024 1:45,North,1
9003256,EVT00050,B601749-4-412,4/11/2025 8:51,Club,1
9003257,EVT00028,B601750-1-871,4/14/2025 9:47,North,1
9003258,EVT00071,B601751-1-562,10/19/2024 3:03,VIP,1
9003259,EVT00060,B601751-2-750,2/9/2025 9:56,G1,1
9003260,EVT00022,B601752-1-682,1/11/2025 5:48,South,1
9003261,EVT00050,B601752-2-886,10/31/2024 6:22,South,1
9003262,EVT00061,B601752-3-908,10/23/2024 19:36,G1,1
9003263,EVT00066,B601752-4-944,2/27/2025 20:51,VIP,1
9003264,EVT00072,B601752-5-473,1/20/2025 5:08,G3,1
9003265,EVT00033,B601753-1-898,1/12/2025 20:22,G2,1
9003266,EVT00074,B601753-2-341,12/6/2024 7:45,VIP,1
9003267,EVT00031,B601753-3-459,4/15/2025 1:04,G2,1
9003268,EVT00020,B601753-4-145,3/19/2025 22:16,South,1
9003269,EVT00068,B601754-1-892,12/26/2024 20:21,G3,1
9003270,EVT00020,B601755-1-622,4/18/2025 5:50,G2,1
9003271,EVT00015,B601756-1-583,1/4/2025 11:14,South,1
9003272,EVT00043,B601757-1-982,11/30/2024 10:16,G3,1
9003273,EVT00005,B601757-2-688,12/16/2024 5:01,G1,1
9003274,EVT00072,B601758-1-309,4/2/2025 16:15,Club,1
9003275,EVT00038,B601758-2-606,3/8/2025 10:25,South,1
9003276,EVT00073,B601758-3-923,1/19/2025 5:00,Club,1
9003277,EVT00012,B601758-4-767,2/13/2025 7:21,South,1
9003278,EVT00057,B601759-1-725,12/24/2024 12:37,Club,1
9003279,EVT00044,B601760-1-479,4/8/2025 12:16,G1,1
9003280,EVT00002,B601760-2-435,11/3/2024 8:49,G3,1
9003281,EVT00043,B601761-2-424,1/13/2025 2:37,South,1
9003282,EVT00011,B601761-3-845,1/9/2025 0:27,G2,1
9003283,EVT00062,B601762-1-590,12/15/2024 13:44,G3,1
9003284,EVT00044,B601763-2-637,10/17/2024 12:59,South,1
9003285,EVT00055,B601764-1-664,12/19/2024 2:24,VIP,1
9003286,EVT00080,B601764-2-286,11/11/2024 13:18,Club,1
9003287,EVT00020,B601764-3-367,10/16/2024 23:20,G1,1
9003288,EVT00064,B601765-1-375,11/15/2024 8:12,G2,1
9003289,EVT00043,B601766-1-487,10/2/2024 4:22,G2,1
9003290,EVT00016,B601766-2-754,2/27/2025 10:28,VIP,1
9003291,EVT00044,B601766-3-930,4/6/2025 14:48,G1,1
9003292,EVT00063,B601767-1-700,10/25/2024 10:44,VIP,1
9003293,EVT00065,B601768-2-176,3/24/2025 6:31,VIP,1
9003294,EVT00038,B601769-2-366,1/25/2025 7:18,G2,1
9003295,EVT00065,B601770-1-445,10/16/2024 16:36,G2,1
9003296,EVT00030,B601770-2-388,11/17/2024 9:43,G3,0
9003297,EVT00079,B601771-1-197,11/20/2024 10:00,North,1
9003298,EVT00048,B601771-2-888,2/21/2025 21:58,North,1
9003299,EVT00033,B601771-3-322,12/10/2024 16:12,Club,1
9003300,EVT00043,B601772-1-895,2/5/2025 21:47,VIP,1
9003301,EVT00023,B601772-2-573,3/16/2025 23:53,G1,1
9003302,EVT00008,B601773-1-610,3/16/2025 7:57,South,1
9003303,EVT00037,B601773-2-525,11/2/2024 9:12,G3,1
9003304,EVT00049,B601773-3-594,4/22/2025 3:13,North,1
9003305,EVT00030,B601773-4-952,4/16/2025 15:49,VIP,1
9003306,EVT00037,B601774-1-669,2/3/2025 21:21,South,1
9003307,EVT00073,B601775-1-887,10/26/2024 4:35,North,1
9003308,EVT00068,B601775-2-718,10/10/2024 19:59,G1,1
9003309,EVT00013,B601775-3-771,12/28/2024 19:09,Club,1
9003310,EVT00018,B601775-4-548,3/4/2025 11:17,North,1
9003311,EVT00059,B601776-1-376,2/3/2025 11:09,G3,1
9003312,EVT00063,B601776-2-100,3/20/2025 2:36,North,1
9003313,EVT00062,B601776-3-855,11/16/2024 6:09,G2,1
9003314,EVT00062,B601776-4-176,10/16/2024 22:59,South,1
9003315,EVT00062,B601777-1-925,1/31/2025 15:46,G1,1
9003316,EVT00039,B601777-2-940,10/26/2024 12:03,G1,1
9003317,EVT00063,B601778-1-887,3/24/2025 12:33,G2,1
9003318,EVT00009,B601778-2-931,3/9/2025 23:05,South,1
9003319,EVT00043,B601779-1-359,3/4/2025 9:38,Club,1
9003320,EVT00007,B601780-1-737,11/1/2024 8:04,North,1
9003321,EVT00069,B601781-1-432,12/2/2024 17:19,VIP,1
9003322,EVT00035,B601781-2-681,2/14/2025 10:16,G1,1
9003323,EVT00002,B601781-3-157,4/13/2025 10:32,Club,1
9003324,EVT00021,B601782-1-984,11/16/2024 22:50,South,1
9003325,EVT00024,B601782-2-683,12/3/2024 19:14,G2,1
9003326,EVT00075,B601782-3-391,10/8/2024 4:11,G2,1
9003327,EVT00051,B601783-1-921,1/1/2025 21:05,North,1
9003328,EVT00030,B601784-1-194,2/28/2025 5:30,G3,1
9003329,EVT00037,B601784-2-172,2/17/2025 21:20,G1,1
9003330,EVT00033,B601784-3-700,12/3/2024 21:53,G2,1
9003331,EVT00002,B601785-1-163,1/13/2025 11:42,Club,1
9003332,EVT00039,B601785-2-280,4/6/2025 16:46,North,1
9003333,EVT00007,B601785-3-345,11/1/2024 6:58,South,1
9003334,EVT00047,B601786-1-104,12/27/2024 4:37,Club,1
9003335,EVT00022,B601786-2-281,4/22/2025 7:41,VIP,1
9003336,EVT00067,B601786-3-971,11/13/2024 10:32,G3,1
9003337,EVT00047,B601787-1-886,10/31/2024 15:25,G3,1
9003338,EVT00071,B601788-1-440,12/11/2024 10:17,G1,1
9003339,EVT00011,B601788-2-870,10/28/2024 0:00,G2,1
9003340,EVT00007,B601789-1-152,2/8/2025 23:11,G1,1
9003341,EVT00022,B601790-1-992,10/26/2024 3:22,North,1
9003342,EVT00053,B601790-2-497,10/20/2024 15:27,VIP,1
9003343,EVT00017,B601791-1-335,1/16/2025 16:15,G3,1
9003344,EVT00078,B601791-2-706,2/16/2025 5:07,Club,1
9003345,EVT00063,B601791-3-457,4/11/2025 18:10,G1,1
9003346,EVT00080,B601793-1-855,2/21/2025 10:33,VIP,1
9003347,EVT00074,B601793-2-833,12/8/2024 6:22,VIP,1
9003348,EVT00056,B601795-1-617,1/31/2025 16:36,North,1
9003349,EVT00025,B601796-1-698,12/23/2024 23:32,G3,1
9003350,EVT00004,B601796-2-858,1/20/2025 1:16,VIP,1
9003351,EVT00021,B601797-1-124,4/11/2025 21:43,G3,1
9003352,EVT00019,B601798-1-960,3/4/2025 12:00,VIP,1
9003353,EVT00036,B601799-1-719,10/31/2024 15:10,North,1
9003354,EVT00033,B601799-2-210,1/7/2025 5:39,G3,1
9003355,EVT00079,B601799-3-692,1/7/2025 16:19,G3,1
9003356,EVT00023,B601800-1-546,1/4/2025 12:04,G1,1
9003357,EVT00071,B601800-3-462,2/9/2025 4:20,G3,1
9003358,EVT00038,B601801-1-821,4/9/2025 14:41,G2,1
9003359,EVT00014,B601801-2-246,1/22/2025 2:49,G1,1
9003360,EVT00035,B601801-3-940,2/5/2025 2:41,VIP,1
9003361,EVT00009,B601802-1-474,11/4/2024 20:28,G2,1
9003362,EVT00046,B601803-1-677,11/20/2024 13:14,G3,1
9003363,EVT00049,B601803-2-572,12/16/2024 10:01,North,1
9003364,EVT00027,B601803-3-563,4/28/2025 19:37,South,1
9003365,EVT00061,B601803-4-820,1/30/2025 23:57,South,1
9003366,EVT00058,B601803-5-422,3/21/2025 8:34,G2,1
9003367,EVT00038,B601804-1-288,3/16/2025 12:03,VIP,1
9003368,EVT00070,B601805-1-530,2/18/2025 21:59,G1,1
9003369,EVT00062,B601806-1-515,2/11/2025 0:37,G3,1
9003370,EVT00049,B601806-2-697,4/24/2025 15:14,North,1
9003371,EVT00027,B601807-1-183,12/7/2024 7:57,North,1
9003372,EVT00063,B601807-2-644,12/30/2024 9:08,G1,1
9003373,EVT00038,B601808-1-782,10/7/2024 9:51,G3,1
9003374,EVT00059,B601808-2-540,10/2/2024 9:44,VIP,1
9003375,EVT00034,B601810-1-791,3/11/2025 6:28,G1,1
9003376,EVT00042,B601810-3-355,3/2/2025 4:47,South,1
9003377,EVT00072,B601810-4-152,4/24/2025 15:22,North,1
9003378,EVT00003,B601811-1-818,1/19/2025 0:15,South,1
9003379,EVT00034,B601811-2-306,1/8/2025 9:11,North,1
9003380,EVT00022,B601812-1-605,10/5/2024 9:05,G2,1
9003381,EVT00026,B601813-1-262,4/15/2025 8:37,South,1
9003382,EVT00051,B601813-2-312,2/16/2025 8:46,South,1
9003383,EVT00037,B601814-1-555,3/21/2025 0:57,VIP,1
9003384,EVT00057,B601814-2-669,3/24/2025 0:16,VIP,1
9003385,EVT00011,B601814-3-457,10/9/2024 6:48,G1,1
9003386,EVT00056,B601815-1-699,4/20/2025 10:16,G3,1
9003387,EVT00073,B601815-3-547,10/15/2024 13:52,G1,1
9003388,EVT00019,B601815-4-918,4/12/2025 0:22,VIP,1
9003389,EVT00044,B601815-5-877,10/31/2024 0:26,G2,1
9003390,EVT00079,B601815-6-456,2/12/2025 11:26,South,1
9003391,EVT00054,B601816-1-758,2/10/2025 5:28,G2,1
9003392,EVT00027,B601816-2-533,4/6/2025 0:29,G1,1
9003393,EVT00057,B601817-1-291,3/22/2025 14:10,G3,1
9003394,EVT00021,B601817-2-610,11/2/2024 20:42,G3,1
9003395,EVT00056,B601818-1-789,11/12/2024 14:41,G3,1
9003396,EVT00019,B601818-2-861,12/1/2024 15:19,G3,1
9003397,EVT00054,B601819-1-275,11/8/2024 3:38,Club,1
9003398,EVT00034,B601819-2-471,3/3/2025 7:34,Club,1
9003399,EVT00009,B601820-1-252,10/11/2024 13:50,G2,1
9003400,EVT00015,B601820-2-584,4/1/2025 7:01,VIP,1
9003401,EVT00044,B601820-3-195,11/12/2024 8:50,G2,1
9003402,EVT00020,B601820-4-122,4/15/2025 6:08,VIP,1
9003403,EVT00041,B601821-1-115,10/8/2024 5:57,North,1
9003404,EVT00072,B601821-2-747,4/30/2025 19:37,North,1
9003405,EVT00014,B601822-1-408,11/2/2024 21:07,VIP,1
9003406,EVT00064,B601822-2-679,4/15/2025 12:09,G2,1
9003407,EVT00039,B601822-3-678,1/27/2025 0:34,G1,1
9003408,EVT00029,B601823-1-909,1/31/2025 11:29,VIP,1
9003409,EVT00060,B601824-1-764,3/31/2025 9:06,South,1
9003410,EVT00022,B601824-2-332,4/5/2025 7:06,South,1
9003411,EVT00019,B601825-1-395,11/18/2024 7:37,North,1
9003412,EVT00028,B601825-2-759,11/28/2024 10:51,VIP,1
9003413,EVT00067,B601826-1-250,3/13/2025 7:01,Club,1
9003414,EVT00052,B601827-1-338,10/3/2024 4:56,North,1
9003415,EVT00001,B601827-2-546,4/14/2025 14:40,G1,1
9003416,EVT00040,B601828-2-839,1/29/2025 12:52,Club,1
9003417,EVT00032,B601829-1-141,2/15/2025 4:39,Club,1
9003418,EVT00056,B601829-2-472,4/4/2025 4:46,North,1
9003419,EVT00069,B601830-1-668,1/9/2025 3:58,South,1
9003420,EVT00019,B601831-1-673,11/23/2024 8:45,G1,1
9003421,EVT00012,B601831-2-705,11/25/2024 15:59,G2,1
9003422,EVT00074,B601832-1-845,11/3/2024 7:10,South,1
9003423,EVT00016,B601832-2-569,1/23/2025 10:43,Club,1
9003424,EVT00023,B601833-1-583,3/27/2025 21:38,G3,1
9003425,EVT00051,B601834-1-867,4/15/2025 8:57,South,1
9003426,EVT00024,B601834-2-589,11/3/2024 16:25,VIP,1
9003427,EVT00057,B601835-1-317,10/30/2024 18:26,North,1
9003428,EVT00014,B601835-2-322,1/17/2025 1:46,South,1
9003429,EVT00028,B601835-3-631,10/26/2024 13:40,VIP,1
9003430,EVT00027,B601836-1-561,4/18/2025 8:41,South,1
9003431,EVT00062,B601836-2-840,10/26/2024 22:02,Club,1
9003432,EVT00022,B601837-1-564,10/6/2024 3:49,G2,1
9003433,EVT00029,B601838-1-796,3/8/2025 18:50,VIP,1
9003434,EVT00037,B601839-1-839,10/14/2024 7:28,G2,0
9003435,EVT00036,B601839-2-735,4/11/2025 6:46,North,1
9003436,EVT00015,B601839-3-949,11/23/2024 13:04,Club,1
9003437,EVT00021,B601840-1-316,1/10/2025 11:24,North,1
9003438,EVT00055,B601841-1-853,12/10/2024 11:56,G2,1
9003439,EVT00073,B601841-2-336,4/11/2025 18:17,G2,1
9003440,EVT00006,B601841-3-244,1/15/2025 18:00,G2,1
9003441,EVT00012,B601842-1-746,3/14/2025 1:36,VIP,1
9003442,EVT00040,B601842-2-182,1/26/2025 8:09,G1,1
9003443,EVT00080,B601842-3-443,10/24/2024 13:36,G1,1
9003444,EVT00074,B601843-1-571,10/8/2024 14:13,VIP,1
9003445,EVT00011,B601843-2-777,11/12/2024 3:37,VIP,1
9003446,EVT00006,B601843-3-147,3/3/2025 12:09,South,1
9003447,EVT00060,B601844-1-179,11/17/2024 18:26,VIP,1
9003448,EVT00039,B601844-2-710,3/6/2025 21:49,Club,1
9003449,EVT00055,B601844-3-782,3/26/2025 6:59,South,1
9003450,EVT00030,B601845-1-770,4/6/2025 10:10,North,1
9003451,EVT00018,B601845-2-555,11/17/2024 13:46,North,1
9003452,EVT00009,B601845-3-237,1/28/2025 1:20,Club,1
9003453,EVT00036,B601846-1-754,10/13/2024 0:10,VIP,1
9003454,EVT00020,B601847-1-356,2/12/2025 23:28,VIP,1
9003455,EVT00012,B601847-2-991,12/6/2024 11:37,G2,1
9003456,EVT00001,B601848-1-932,1/20/2025 0:31,G2,1
9003457,EVT00008,B601849-1-232,3/31/2025 3:04,G3,1
9003458,EVT00062,B601849-2-749,2/3/2025 23:01,VIP,1
9003459,EVT00067,B601850-1-580,3/28/2025 8:20,South,1
9003460,EVT00027,B601850-2-593,3/29/2025 7:35,G1,1
9003461,EVT00026,B601851-1-948,11/30/2024 0:04,G1,1
9003462,EVT00056,B601851-2-721,1/27/2025 9:32,G1,1
9003463,EVT00069,B601851-3-265,10/24/2024 12:10,Club,1
9003464,EVT00001,B601851-5-505,10/14/2024 10:11,Club,1
9003465,EVT00077,B601851-6-138,12/20/2024 18:40,South,1
9003466,EVT00052,B601852-1-919,10/3/2024 1:01,G3,1
9003467,EVT00054,B601852-3-205,10/27/2024 5:55,G3,1
9003468,EVT00072,B601853-1-968,1/18/2025 3:23,Club,1
9003469,EVT00058,B601853-2-201,12/29/2024 12:23,Club,1
9003470,EVT00072,B601853-3-457,3/7/2025 4:02,Club,1
9003471,EVT00049,B601853-4-181,12/10/2024 5:24,G3,1
9003472,EVT00048,B601853-5-860,11/11/2024 5:49,G3,1
9003473,EVT00037,B601854-1-360,11/1/2024 10:25,G1,1
9003474,EVT00012,B601856-1-347,2/28/2025 21:48,G3,1
9003475,EVT00028,B601856-2-340,10/5/2024 12:21,North,1
9003476,EVT00004,B601857-1-273,11/3/2024 6:28,G1,1
9003477,EVT00042,B601857-2-490,1/16/2025 20:07,G2,1
9003478,EVT00025,B601857-3-910,12/25/2024 1:37,South,1
9003479,EVT00002,B601859-1-976,3/30/2025 23:50,G2,1
9003480,EVT00023,B601859-2-894,12/14/2024 12:14,G3,1
9003481,EVT00061,B601859-3-762,3/14/2025 23:07,North,1
9003482,EVT00035,B601860-2-314,2/28/2025 11:31,G2,1
9003483,EVT00025,B601860-3-853,1/21/2025 3:49,North,1
