ItemId,OrdId,EvtId,TktType,Sect,Rw,Seat,Price,Barcode
7003395,601651,EVT00013,single,,B,17,4.02,B601651-2-472
7003396,601651,EVT00030,single,GA,B,,9.05,B601651-3-813
7003397,601652,EVT00024,single,102,E,27,27.11,B601652-1-688
7003398,601652,EVT00078,single,106,B,21,53.99,B601652-2-994
7003399,601653,EVT00008,single,106,D,13,30.09,B601653-1-647
7003400,601653,EVT00024,single,,B,22,41.07,B601653-2-602
7003401,601653,EVT00044,single,103,D,14,33.47,B601653-3-466
7003402,601654,EVT00073,single,104,,19,134.33,B601654-1-159
7003403,601655,EVT00059,single,106,C,17,6.36,B601655-1-583
7003404,601655,EVT00007,single,101,B,5,10.46,B601655-2-571
7003405,601656,EVT00009,single,103,,19,153.99,B601656-1-695
7003406,601657,EVT00071,youth,103,D,8,118.36,B601657-1-238
7003407,601658,EVT00050,youth,GA,,,228.62,B601658-1-937
7003408,601659,EVT00071,single,GA,A,,38.8,B601659-1-394
7003409,601659,EVT00051,single,105,A,12,105.62,B601659-2-132
7003410,601660,EVT00041,youth,101,D,16,13.71,B601660-1-364
7003411,601660,EVT00065,single,105,A,21,64.01,B601660-2-103
7003412,601661,EVT00066,single,,C,5,51.56,B601661-1-840
7003413,601662,EVT00010,single,104,B,18,114.68,B601662-1-389
7003414,601663,EVT00008,single,106,,8,68.95,B601663-1-522
7003415,601664,EVT00045,single,101,B,27,246.57,B601664-1-703
7003416,601665,EVT00015,single,101,A,22,159.16,B601665-1-845
7003417,601666,EVT00039,single,103,B,19,47.25,B601666-1-235
7003418,601667,EVT00053,single,101,A,13,33.44,B601667-1-734
7003419,601667,EVT00003,youth,GA,,,25.01,B601667-2-232
7003420,601667,EVT00025,single,105,,19,33.03,B601667-3-434
7003421,601668,EVT00069,single,106,E,11,56.37,B601668-1-263
7003422,601668,EVT00057,single,101,C,12,21.23,B601668-2-948
7003423,601669,EVT00001,single,105,,14,51.4,B601669-1-505
7003424,601669,EVT00018,single,,A,25,32.46,B601669-2-590
7003425,601669,EVT00009,youth,,B,19,26.72,B601669-3-607
7003426,601670,EVT00035,single,106,A,13,134.17,B601670-1-919
7003427,601671,EVT00068,single,102,,1,12.31,B601671-1-449
7003428,601671,EVT00044,single,105,,19,17.47,B601671-2-167
7003429,601671,EVT00002,single,106,D,5,18.12,B601671-3-910
7003430,601672,EVT00001,youth,104,,12,197.6,B601672-1-164
7003431,601673,EVT00080,single,103,D,9,112.99,B601673-1-336
7003432,601673,EVT00070,single,GA,,,59.39,B601673-2-630
7003433,601674,EVT00030,vip,104,D,3,5.14,B601674-1-138
7003434,601674,EVT00065,single,105,D,22,13.15,B601674-2-588
7003435,601674,EVT00019,single,102,B,28,11.32,B601674-3-146
7003436,601675,EVT00031,single,105,B,15,66.79,B601675-1-907
7003437,601676,EVT00007,vip,104,C,11,110.36,B601676-1-571
7003438,601676,EVT00009,single,104,A,25,72.22,B601676-2-642
7003439,601677,EVT00058,single,106,B,7,104.29,B601677-1-468
7003440,601677,EVT00009,youth,102,B,18,19.52,B601677-2-653
7003441,601678,EVT00009,single,104,B,5,161.82,B601678-1-199
7003442,601679,EVT00062,vip,,A,13,206.9,B601679-1-698
7003443,601680,EVT00001,single,104,B,11,33.53,B601680-1-209
7003444,601681,EVT00002,single,103,C,17,76.62,B601681-1-861
7003445,601681,EVT00007,single,102,B,27,33.31,B601681-2-504
7003446,601681,EVT00068,single,103,C,12,30.46,B601681-3-898
7003447,601681,EVT00039,single,104,B,3,74.62,B601681-4-416
7003448,601682,EVT00013,single,GA,E,,80.45,B601682-1-446
7003449,601683,EVT00041,single,104,A,2,95.63,B601683-1-797
7003450,601683,EVT00009,single,102,B,29,41.17,B601683-2-850
7003451,601683,EVT00065,single,104,A,11,91.56,B601683-3-261
7003452,601684,EVT00016,season,105,C,18,36.76,B601684-1-194
7003453,601684,EVT00025,season,104,B,24,102.2,B601684-2-393
7003454,601685,EVT00061,single,105,,23,248.07,B601685-1-121
7003455,601686,EVT00019,single,104,C,10,37.24,B601686-1-930
7003456,601686,EVT00027,single,101,,15,46.82,B601686-2-474
7003457,601687,EVT00021,single,GA,E,,100.57,B601687-1-999
7003458,601687,EVT00078,single,104,D,8,133.42,B601687-2-208
7003459,601688,EVT00035,single,GA,A,,38.97,B601688-1-291
7003460,601688,EVT00041,single,103,C,21,57.9,B601688-2-643
7003461,601689,EVT00022,single,105,E,2,149.6,B601689-1-452
7003462,601690,EVT00050,single,,A,23,101.91,B601690-1-604
7003463,601690,EVT00016,single,106,C,16,102.44,B601690-2-271
7003464,601691,EVT00060,single,102,A,21,44.61,B601691-1-421
7003465,601691,EVT00041,youth,,E,13,80.58,B601691-2-964
7003466,601691,EVT00003,single,105,D,19,63.98,B601691-3-851
7003467,601692,EVT00023,single,GA,D,,93.23,B601692-1-131
7003468,601692,EVT00034,single,106,D,2,29.58,B601692-2-155
7003469,601692,EVT00060,single,103,,23,26.47,B601692-3-927
7003470,601693,EVT00009,comp,GA,D,,177.2,B601693-1-530
7003471,601694,EVT00063,single,104,,30,5.7,B601694-1-792
7003472,601694,EVT00032,single,,E,4,5,B601694-2-319
7003473,601694,EVT00055,single,101,,26,21.19,B601694-3-421
7003474,601694,EVT00019,single,,C,9,9.82,B601694-4-513
7003475,601695,EVT00062,single,GA,,,18.1,B601695-1-536
7003476,601695,EVT00066,single,GA,,,9.05,B601695-2-377
7003477,601696,EVT00013,youth,,A,3,117.9,B601696-1-478
7003478,601696,EVT00024,single,101,A,4,83.26,B601696-2-655
7003479,601697,EVT00077,single,102,D,12,192.67,B601697-1-894
7003480,601698,EVT00074,comp,105,A,24,106.93,B601698-1-749
7003481,601699,EVT00015,single,101,,18,210.1,B601699-1-175
7003482,601700,EVT00033,youth,104,C,25,168.49,B601700-1-924
7003483,601701,EVT00070,single,102,D,27,170.11,B601701-1-396
7003484,601702,EVT00020,single,101,E,21,54.21,B601702-1-545
7003485,601702,EVT00017,single,104,B,28,71.92,B601702-2-399
7003486,601703,EVT00042,single,105,E,19,38.4,B601703-1-662
7003487,601704,EVT00001,single,103,C,19,57.56,B601704-1-326
7003488,601704,EVT00016,youth,105,E,5,30.94,B601704-2-437
7003489,601704,EVT00039,single,102,B,10,25.22,B601704-3-257
7003490,601705,EVT00075,single,103,E,21,157.07,B601705-1-513
7003491,601706,EVT00031,single,106,A,15,43.36,B601706-1-669
7003492,601707,EVT00036,single,101,D,4,103.48,B601707-1-353
7003493,601708,EVT00065,single,102,B,1,45.01,B601708-1-999
7003494,601708,EVT00030,single,105,B,14,32.21,B601708-2-322
7003495,601708,EVT00005,youth,104,C,13,44.6,B601708-3-573
7003496,601709,EVT00002,single,,D,21,20.7,B601709-1-740
7003497,601709,EVT00062,single,GA,A,,66.82,B601709-2-291
7003498,601709,EVT00079,single,106,D,18,41.91,B601709-3-867
7003499,601710,EVT00061,single,106,A,22,21.43,B601710-1-103
7003500,601711,EVT00005,single,104,D,28,81.28,B601711-1-195
7003501,601712,EVT00020,single,103,B,1,120.91,B601712-1-540
7003502,601713,EVT00062,single,GA,E,,31.61,B601713-1-180
7003503,601713,EVT00004,single,105,A,6,6.62,B601713-2-698
7003504,601713,EVT00051,single,,,30,16.11,B601713-3-514
7003505,601714,EVT00058,single,102,,28,40.91,B601714-1-734
7003506,601714,EVT00005,single,105,D,29,44.05,B601714-2-498
7003507,601715,EVT00057,single,106,E,9,45.36,B601715-1-492
7003508,601715,EVT00029,single,GA,,,23.31,B601715-2-542
7003509,601716,EVT00050,single,,A,20,193.7,B601716-1-730
7003510,601717,EVT00018,single,102,D,12,41.76,B601717-1-915
7003511,601717,EVT00033,single,GA,B,,78.77,B601717-2-711
7003512,601718,EVT00077,single,102,B,5,81.62,B601718-1-881
7003513,601718,EVT00059,single,102,,7,75.61,B601718-2-727
7003514,601719,EVT00065,youth,GA,D,,33.28,B601719-1-890
7003515,601719,EVT00073,single,105,D,23,98.06,B601719-2-190
7003516,601719,EVT00066,single,GA,A,,82.67,B601719-3-624
7003517,601720,EVT00068,single,105,C,21,77.48,B601720-1-911
7003518,601721,EVT00075,single,101,D,17,11.32,B601721-1-788
7003519,601721,EVT00029,single,104,B,20,4.03,B601721-2-327
7003520,601721,EVT00035,single,105,A,18,14.92,B601721-3-506
7003521,601722,EVT00075,single,104,B,5,225.41,B601722-1-249
7003522,601723,EVT00069,single,105,D,27,41.94,B601723-1-374
7003523,601723,EVT00079,youth,105,C,28,15.15,B601723-2-135
7003524,601723,EVT00034,single,106,E,12,30.16,B601723-3-906
7003525,601724,EVT00073,single,105,,11,7.67,B601724-1-543
7003526,601724,EVT00012,single,101,E,4,7.42,B601724-2-880
7003527,601725,EVT00038,single,,E,15,6.46,B601725-1-825
7003528,601725,EVT00034,youth,105,,10,22.84,B601725-2-283
7003529,601726,EVT00052,single,104,B,10,137.11,B601726-1-737
7003530,601727,EVT00079,single,101,D,24,202.2,B601727-1-694
7003531,601727,EVT00066,single,106,,8,42.92,B601727-2-880
7003532,601728,EVT00071,single,106,,23,77.05,B601728-1-945
7003533,601728,EVT00045,youth,GA,E,,41.17,B601728-2-522
7003534,601729,EVT00023,single,,A,26,68.44,B601729-1-909
7003535,601729,EVT00053,single,101,E,22,12.61,B601729-2-464
7003536,601730,EVT00063,vip,103,A,27,95.53,B601730-1-742
7003537,601731,EVT00028,single,GA,E,,47.42,B601731-1-277
7003538,601731,EVT00031,single,101,D,2,20.59,B601731-2-959
7003539,601731,EVT00053,single,102,,1,13.9,B601731-3-264
7003540,601731,EVT00031,youth,106,D,12,62.08,B601731-4-295
7003541,601732,EVT00068,single,102,D,29,112.13,B601732-1-652
7003542,601732,EVT00073,single,104,,19,53.45,B601732-2-899
7003543,601733,EVT00002,season,106,B,29,50.25,B601733-1-801
7003544,601733,EVT00062,season,102,,2,77.98,B601733-2-896
7003545,601733,EVT00018,season,102,D,16,21.8,B601733-3-811
7003546,601734,EVT00019,youth,102,D,3,109.69,B601734-1-325
7003547,601735,EVT00021,season,,C,2,34.53,B601735-1-386
7003548,601735,EVT00013,season,,D,30,34.52,B601735-2-840
7003549,601736,EVT00027,single,GA,D,,64.05,B601736-1-549
7003550,601736,EVT00004,single,,E,2,159.05,B601736-2-935
7003551,601737,EVT00047,youth,102,D,25,3.64,B601737-1-924
7003552,601737,EVT00069,single,105,B,25,15.57,B601737-2-129
7003553,601737,EVT00017,single,,C,9,19.99,B601737-3-536
7003554,601738,EVT00078,single,,,12,41.58,B601738-1-613
7003555,601738,EVT00029,single,101,E,16,28.52,B601738-2-764
7003556,601738,EVT00014,single,,C,28,46.26,B601738-3-291
7003557,601738,EVT00080,single,103,,28,32.77,B601738-4-779
7003558,601739,EVT00077,single,102,D,29,124.04,B601739-1-508
7003559,601739,EVT00076,single,104,D,17,69.69,B601739-2-758
7003560,601740,EVT00023,single,106,C,20,192.65,B601740-1-972
7003561,601741,EVT00031,single,,B,8,15.02,B601741-1-441
7003562,601741,EVT00037,single,GA,C,,15.54,B601741-2-407
7003563,601742,EVT00033,single,101,D,5,6.61,B601742-1-781
7003564,601742,EVT00078,single,103,C,30,15.87,B601742-2-325
7003565,601743,EVT00049,single,,E,19,34.98,B601743-1-643
7003566,601743,EVT00031,single,,A,14,19.54,B601743-2-246
7003567,601744,EVT00058,single,102,A,21,11.89,B601744-1-918
7003568,601744,EVT00078,single,106,B,16,17.08,B601744-2-595
7003569,601744,EVT00077,single,GA,D,,15.03,B601744-3-127
7003570,601745,EVT00062,single,106,D,26,213.51,B601745-1-796
7003571,601746,EVT00038,season,104,C,24,41.22,B601746-1-600
7003572,601746,EVT00043,youth,106,B,20,86.73,B601746-2-584
7003573,601746,EVT00080,season,,B,29,104.35,B601746-3-902
7003574,601747,EVT00041,single,106,,21,35.52,B601747-1-208
7003575,601747,EVT00035,season,,A,30,18.72,B601747-2-942
7003576,601747,EVT00013,season,106,D,23,17.41,B601747-3-380
7003577,601748,EVT00061,single,105,,25,46.99,B601748-1-828
7003578,601748,EVT00028,vip,106,C,23,54.58,B601748-2-784
7003579,601748,EVT00043,season,,E,11,123.93,B601748-3-466
7003580,601749,EVT00070,single,GA,C,,21.35,B601749-1-465
7003581,601749,EVT00023,single,,D,9,13.5,B601749-2-884
7003582,601749,EVT00035,single,104,D,22,55.35,B601749-3-436
7003583,601749,EVT00050,single,104,E,2,42.7,B601749-4-412
7003584,601750,EVT00028,vip,102,,26,157.04,B601750-1-871
7003585,601751,EVT00071,season,105,B,30,11.48,B601751-1-562
7003586,601751,EVT00060,single,GA,,,10.2,B601751-2-750
7003587,601752,EVT00022,season,GA,D,,12.24,B601752-1-682
7003588,601752,EVT00050,season,103,C,6,9.06,B601752-2-886
7003589,601752,EVT00061,vip,103,A,9,10.47,B601752-3-908
7003590,601752,EVT00066,season,GA,A,,14.81,B601752-4-944
7003591,601752,EVT00072,season,104,B,1,12.64,B601752-5-473
7003592,601753,EVT00033,single,102,D,12,62.93,B601753-1-898
7003593,601753,EVT00074,single,GA,D,,17.73,B601753-2-341
7003594,601753,EVT00031,vip,105,E,17,21.93,B601753-3-459
7003595,601753,EVT00020,single,,,21,57.02,B601753-4-145
7003596,601754,EVT00068,single,105,D,13,213.09,B601754-1-892
7003597,601755,EVT00020,single,105,,8,21.09,B601755-1-622
7003598,601756,EVT00015,single,GA,D,,179.48,B601756-1-583
7003599,601757,EVT00043,single,104,B,9,47.06,B601757-1-982
7003600,601757,EVT00005,single,102,B,6,127,B601757-2-688
7003601,601758,EVT00072,single,GA,,,15.64,B601758-1-309
7003602,601758,EVT00038,single,101,E,25,25.58,B601758-2-606
7003603,601758,EVT00073,single,102,,5,16.96,B601758-3-923
7003604,601758,EVT00012,single,105,A,9,19.31,B601758-4-767
7003605,601759,EVT00057,single,105,D,12,147.61,B601759-1-725
7003606,601760,EVT00044,single,,D,5,84.31,B601760-1-479
7003607,601760,EVT00002,single,GA,E,,108.1,B601760-2-435
7003608,601761,EVT00007,single,101,,3,13.17,B601761-1-499
7003609,601761,EVT00043,single,GA,A,,68.28,B601761-2-424
7003610,601761,EVT00011,single,GA,E,,54.72,B601761-3-845
7003611,601762,EVT00062,single,103,D,13,74.85,B601762-1-590
7003612,601763,EVT00006,youth,106,C,26,98.94,B601763-1-910
7003613,601763,EVT00044,vip,105,D,14,112.6,B601763-2-637
7003614,601764,EVT00055,single,102,C,1,27.1,B601764-1-664
7003615,601764,EVT00080,single,,B,18,24.44,B601764-2-286
7003616,601764,EVT00020,single,GA,D,,6.43,B601764-3-367
7003617,601765,EVT00064,single,GA,E,,197.09,B601765-1-375
7003618,601766,EVT00043,single,GA,A,,82.43,B601766-1-487
7003619,601766,EVT00016,single,101,A,6,75.48,B601766-2-754
7003620,601766,EVT00044,single,104,E,4,50.43,B601766-3-930
7003621,601767,EVT00063,youth,103,A,18,214.88,B601767-1-700
7003622,601768,EVT00042,single,105,C,23,139.8,B601768-1-251
7003623,601768,EVT00065,single,102,C,8,47.21,B601768-2-176
7003624,601769,EVT00031,single,GA,E,,32.88,B601769-1-953
7003625,601769,EVT00038,single,103,C,28,153.81,B601769-2-366
7003626,601770,EVT00065,vip,106,D,7,69.18,B601770-1-445
7003627,601770,EVT00030,season,,E,3,165.28,B601770-2-388
7003628,601771,EVT00079,single,102,B,20,8.52,B601771-1-197
7003629,601771,EVT00048,youth,GA,D,,5.28,B601771-2-888
7003630,601771,EVT00033,single,GA,,,13.12,B601771-3-322
7003631,601772,EVT00043,vip,GA,B,,10.32,B601772-1-895
7003632,601772,EVT00023,single,105,,1,31.26,B601772-2-573
7003633,601773,EVT00008,single,,A,30,35.62,B601773-1-610
7003634,601773,EVT00037,single,103,C,13,34.57,B601773-2-525
7003635,601773,EVT00049,single,106,B,3,41.3,B601773-3-594
7003636,601773,EVT00030,comp,103,C,6,0,B601773-4-952
7003637,601774,EVT00037,single,GA,C,,100.66,B601774-1-669
7003638,601775,EVT00073,season,103,A,10,23.2,B601775-1-887
7003639,601775,EVT00068,season,105,,20,80.31,B601775-2-718
7003640,601775,EVT00013,single,102,B,10,38.49,B601775-3-771
7003641,601775,EVT00018,season,101,,7,74.37,B601775-4-548
7003642,601776,EVT00059,single,101,D,4,29.8,B601776-1-376
7003643,601776,EVT00063,season,,E,27,12.16,B601776-2-100
7003644,601776,EVT00062,season,102,,10,12.24,B601776-3-855
7003645,601776,EVT00062,youth,105,A,3,39.31,B601776-4-176
7003646,601777,EVT00062,single,104,A,22,126.8,B601777-1-925
7003647,601777,EVT00039,season,,,28,41.18,B601777-2-940
7003648,601778,EVT00063,single,102,B,3,106.6,B601778-1-887
7003649,601778,EVT00009,single,102,B,11,137.6,B601778-2-931
7003650,601779,EVT00043,single,101,C,9,214.27,B601779-1-359
7003651,601780,EVT00007,single,105,E,22,249.59,B601780-1-737
7003652,601781,EVT00069,season,105,,24,16.94,B601781-1-432
7003653,601781,EVT00035,season,104,,1,48.71,B601781-2-681
7003654,601781,EVT00002,single,103,C,20,59.87,B601781-3-157
7003655,601782,EVT00021,season,101,C,20,35.81,B601782-1-984
7003656,601782,EVT00024,single,104,C,29,36.5,B601782-2-683
7003657,601782,EVT00075,season,104,C,28,21.52,B601782-3-391
7003658,601783,EVT00051,single,,B,24,24.05,B601783-1-921
7003659,601783,EVT00006,single,106,C,21,23.04,B601783-2-941
7003660,601784,EVT00030,youth,102,E,22,81.18,B601784-1-194
7003661,601784,EVT00037,single,,B,19,87.9,B601784-2-172
7003662,601784,EVT00033,single,104,D,10,75.02,B601784-3-700
7003663,601785,EVT00002,single,104,B,15,46.44,B601785-1-163
7003664,601785,EVT00039,youth,104,,15,56.22,B601785-2-280
7003665,601785,EVT00007,single,102,D,17,60.77,B601785-3-345
7003666,601785,EVT00026,youth,102,C,10,32.63,B601785-4-838
7003667,601786,EVT00047,youth,GA,B,,31.28,B601786-1-104
7003668,601786,EVT00022,youth,106,C,20,51.39,B601786-2-281
7003669,601786,EVT00067,single,101,A,19,48.25,B601786-3-971
7003670,601787,EVT00047,single,106,,26,49.31,B601787-1-886
7003671,601788,EVT00071,single,,D,27,36.39,B601788-1-440
7003672,601788,EVT00011,vip,103,,19,158.24,B601788-2-870
7003673,601789,EVT00007,single,GA,E,,99.58,B601789-1-152
7003674,601790,EVT00022,single,,D,1,69.54,B601790-1-992
7003675,601790,EVT00053,vip,102,B,24,69.07,B601790-2-497
7003676,601791,EVT00017,single,106,C,17,61.74,B601791-1-335
7003677,601791,EVT00078,youth,103,,9,117,B601791-2-706
7003678,601791,EVT00063,single,104,B,30,64.25,B601791-3-457
7003679,601792,EVT00017,single,102,,24,106.34,B601792-1-420
7003680,601793,EVT00080,single,103,B,11,53.62,B601793-1-855
7003681,601793,EVT00074,single,102,E,6,130.78,B601793-2-833
7003682,601794,EVT00048,youth,,E,14,57.79,B601794-1-107
7003683,601795,EVT00056,single,102,,5,21.19,B601795-1-617
7003684,601796,EVT00025,youth,102,,2,112.52,B601796-1-698
7003685,601796,EVT00004,single,102,D,16,104.2,B601796-2-858
7003686,601797,EVT00021,single,102,D,30,146.15,B601797-1-124
7003687,601798,EVT00019,single,101,C,25,96.69,B601798-1-960
7003688,601799,EVT00036,season,101,E,23,36.86,B601799-1-719
7003689,601799,EVT00033,single,101,E,18,40.92,B601799-2-210
7003690,601799,EVT00079,single,103,A,22,24.75,B601799-3-692
7003691,601800,EVT00023,single,105,B,12,10.41,B601800-1-546
7003692,601800,EVT00076,season,,A,9,17.53,B601800-2-845
7003693,601800,EVT00071,season,,D,30,41.97,B601800-3-462
7003694,601801,EVT00038,season,106,,19,48.96,B601801-1-821
7003695,601801,EVT00014,season,,A,18,87.16,B601801-2-246
7003696,601801,EVT00035,comp,GA,B,,0,B601801-3-940
7003697,601802,EVT00009,single,105,D,2,39.85,B601802-1-474
7003698,601803,EVT00046,season,GA,,,23.83,B601803-1-677
7003699,601803,EVT00049,season,GA,E,,25.97,B601803-2-572
7003700,601803,EVT00027,season,106,E,27,10.94,B601803-3-563
7003701,601803,EVT00061,season,,D,20,21.16,B601803-4-820
7003702,601803,EVT00058,single,GA,E,,17.73,B601803-5-422
7003703,601804,EVT00038,single,105,D,1,135.34,B601804-1-288
7003704,601804,EVT00047,single,101,B,22,39.3,B601804-2-859
7003705,601805,EVT00070,single,106,C,28,247.36,B601805-1-530
7003706,601806,EVT00062,single,106,A,13,124.94,B601806-1-515
7003707,601806,EVT00049,single,106,,9,36.61,B601806-2-697
7003708,601807,EVT00027,single,104,A,4,122.56,B601807-1-183
7003709,601807,EVT00063,vip,,B,13,85.88,B601807-2-644
7003710,601808,EVT00038,single,GA,C,,59.2,B601808-1-782
7003711,601808,EVT00059,single,105,B,5,189.81,B601808-2-540
7003712,601809,EVT00059,single,104,C,23,88.51,B601809-1-407
7003713,601810,EVT00034,single,104,,10,34.03,B601810-1-791
7003714,601810,EVT00052,single,101,,13,22.31,B601810-2-124
7003715,601810,EVT00042,single,104,B,6,24.84,B601810-3-355
7003716,601810,EVT00072,single,101,,30,21.15,B601810-4-152
7003717,601811,EVT00003,youth,104,C,29,61.4,B601811-1-818
7003718,601811,EVT00034,single,104,B,28,131.19,B601811-2-306
7003719,601812,EVT00022,single,,E,16,222.87,B601812-1-605
7003720,601813,EVT00026,single,104,B,11,50.94,B601813-1-262
7003721,601813,EVT00051,single,106,D,28,19.35,B601813-2-312
7003722,601814,EVT00037,single,105,C,21,4.14,B601814-1-555
7003723,601814,EVT00057,single,105,,12,10.83,B601814-2-669
7003724,601814,EVT00011,single,103,A,16,20.44,B601814-3-457
7003725,601815,EVT00056,single,GA,D,,1.42,B601815-1-699
7003726,601815,EVT00040,season,105,E,1,2.88,B601815-2-907
7003727,601815,EVT00073,season,104,A,14,2.3,B601815-3-547
7003728,601815,EVT00019,season,,A,10,9.72,B601815-4-918
7003729,601815,EVT00044,season,,C,11,9,B601815-5-877
7003730,601815,EVT00079,season,,B,11,3.81,B601815-6-456
7003731,601816,EVT00054,single,102,E,6,62.52,B601816-1-758
7003732,601816,EVT00027,vip,106,C,10,11.92,B601816-2-533
7003733,601817,EVT00057,vip,106,B,19,53.98,B601817-1-291
7003734,601817,EVT00021,single,102,C,26,63.91,B601817-2-610
7003735,601818,EVT00056,single,GA,B,,48.6,B601818-1-789
7003736,601818,EVT00019,single,104,D,7,108.97,B601818-2-861
7003737,601819,EVT00054,season,104,E,28,75.07,B601819-1-275
7003738,601819,EVT00034,single,101,D,2,84.83,B601819-2-471
7003739,601820,EVT00009,youth,106,A,24,19.92,B601820-1-252
7003740,601820,EVT00015,single,102,A,6,66.46,B601820-2-584
7003741,601820,EVT00044,single,,D,5,58.78,B601820-3-195
7003742,601820,EVT00020,single,106,A,4,25.9,B601820-4-122
7003743,601821,EVT00041,youth,103,A,19,78.57,B601821-1-115
7003744,601821,EVT00072,single,104,,19,42.02,B601821-2-747
7003745,601822,EVT00014,single,103,D,19,9.1,B601822-1-408
7003746,601822,EVT00064,comp,105,B,15,0,B601822-2-679
7003747,601822,EVT00039,single,,,15,7.02,B601822-3-678
7003748,601823,EVT00029,single,104,A,12,218.98,B601823-1-909
7003749,601824,EVT00060,single,102,C,12,10.32,B601824-1-764
7003750,601824,EVT00022,single,105,C,4,7.84,B601824-2-332
7003751,601824,EVT00061,single,GA,E,,5.24,B601824-3-481
7003752,601825,EVT00019,single,,B,11,56.45,B601825-1-395
7003753,601825,EVT00028,single,GA,E,,20.39,B601825-2-759
7003754,601826,EVT00067,single,,,11,136.39,B601826-1-250
7003755,601827,EVT00052,single,104,,28,150.97,B601827-1-338
7003756,601827,EVT00001,youth,104,C,18,48.66,B601827-2-546
7003757,601828,EVT00044,single,101,E,30,69.99,B601828-1-106
7003758,601828,EVT00040,single,102,,1,17.81,B601828-2-839
7003759,601829,EVT00032,single,GA,,,33.75,B601829-1-141
7003760,601829,EVT00056,single,,E,2,102.89,B601829-2-472
7003761,601830,EVT00069,single,,A,25,121.93,B601830-1-668
7003762,601831,EVT00019,single,106,D,16,20.18,B601831-1-673
7003763,601831,EVT00012,single,,E,7,24.89,B601831-2-705
7003764,601832,EVT00074,youth,101,B,29,13.91,B601832-1-845
7003765,601832,EVT00016,single,106,D,29,63.15,B601832-2-569
7003766,601833,EVT00023,single,104,B,19,95.72,B601833-1-583
7003767,601834,EVT00051,single,102,C,7,79.22,B601834-1-867
7003768,601834,EVT00024,single,103,B,16,61.55,B601834-2-589
7003769,601835,EVT00057,youth,102,E,13,73.53,B601835-1-317
7003770,601835,EVT00014,single,102,E,22,72.01,B601835-2-322
7003771,601835,EVT00028,single,,A,9,78.07,B601835-3-631
7003772,601836,EVT00027,single,102,D,29,19.99,B601836-1-561
7003773,601836,EVT00062,single,102,,25,5.77,B601836-2-840
7003774,601837,EVT00022,single,102,A,11,74.07,B601837-1-564
7003775,601838,EVT00029,single,101,A,13,226.36,B601838-1-796
7003776,601839,EVT00037,single,105,,14,47.44,B601839-1-839
7003777,601839,EVT00036,single,106,D,4,60.03,B601839-2-735
7003778,601839,EVT00015,single,106,A,24,38.71,B601839-3-949
7003779,601840,EVT00021,single,,E,4,56.75,B601840-1-316
7003780,601841,EVT00055,single,106,C,20,104.07,B601841-1-853
7003781,601841,EVT00073,single,101,D,23,53.93,B601841-2-336
7003782,601841,EVT00006,single,101,A,21,21.55,B601841-3-244
7003783,601842,EVT00012,single,GA,C,,20.29,B601842-1-746
7003784,601842,EVT00040,single,102,D,13,14.81,B601842-2-182
7003785,601842,EVT00080,youth,102,B,7,19.44,B601842-3-443
7003786,601842,EVT00015,single,101,B,15,39.54,B601842-4-659
7003787,601843,EVT00074,single,GA,,,7.03,B601843-1-571
7003788,601843,EVT00011,season,GA,C,,5.52,B601843-2-777
7003789,601843,EVT00006,single,106,D,23,11.4,B601843-3-147
7003790,601844,EVT00060,single,102,A,14,7.28,B601844-1-179
7003791,601844,EVT00039,vip,103,E,28,17.69,B601844-2-710
7003792,601844,EVT00055,youth,101,A,23,8.02,B601844-3-782
7003793,601845,EVT00030,single,106,C,8,58.06,B601845-1-770
7003794,601845,EVT00018,single,104,,28,99.97,B601845-2-555
7003795,601845,EVT00009,single,104,D,28,66.61,B601845-3-237
7003796,601846,EVT00036,single,103,D,17,160.48,B601846-1-754
7003797,601847,EVT00020,single,GA,B,,42.47,B601847-1-356
7003798,601847,EVT00012,youth,GA,A,,199.08,B601847-2-991
7003799,601848,EVT00001,single,103,,24,221.45,B601848-1-932
7003800,601849,EVT00008,single,104,B,21,64.75,B601849-1-232
7003801,601849,EVT00062,vip,GA,B,,35.35,B601849-2-749
7003802,601850,EVT00067,single,101,A,9,43.51,B601850-1-580
7003803,601850,EVT00027,single,,D,25,47.43,B601850-2-593
7003804,601851,EVT00026,season,GA,E,,1.5,B601851-1-948
7003805,601851,EVT00056,season,106,,20,10.18,B601851-2-721
7003806,601851,EVT00069,season,,D,3,3.08,B601851-3-265
7003807,601851,EVT00025,season,104,A,17,11.27,B601851-4-862
7003808,601851,EVT00001,single,106,B,3,9.3,B601851-5-505
7003809,601851,EVT00077,season,GA,,,8.93,B601851-6-138
7003810,601852,EVT00052,single,101,D,23,42.88,B601852-1-919
7003811,601852,EVT00052,season,103,D,3,60.14,B601852-2-535
7003812,601852,EVT00054,season,102,C,27,44.09,B601852-3-205
7003813,601853,EVT00072,single,101,D,28,53.16,B601853-1-968
7003814,601853,EVT00058,vip,103,E,7,38.67,B601853-2-201
7003815,601853,EVT00072,season,,B,6,13.47,B601853-3-457
7003816,601853,EVT00049,season,101,D,8,49.66,B601853-4-181
7003817,601853,EVT00048,season,106,C,9,15.8,B601853-5-860
7003818,601853,EVT00065,vip,,C,13,63.93,B601853-6-226
7003819,601854,EVT00037,single,105,D,18,171.34,B601854-1-360
